zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,address2,symbol,compensationAsOfEpochDate
14350,Financial Services,2411.0,"PT Wahana Ottomitra Multiartha Tbk, together with its subsidiaries, engages in consumer financing activities in Indonesia. The company offers investment financing and working capital financing services, such as finance lease, sale and leaseback, factoring, project financing, and infrastructure financing, as well as purchase payment by installments and other financing services. It also provides financing services for new and used two-wheeled and four-wheeled motor vehicles. The company was formerly known as PT Wahana Ometraco Multi Artha and changed its name to PT Wahana Ottomitra Multiartha Tbk in March 2000. The company was incorporated in 1982 and is headquartered in Jakarta Utara, Indonesia. PT Wahana Ottomitra Multiartha Tbk operates as a subsidiary of PT Bank Maybank Indonesia Tbk.",Jakarta Utara,62 21 2188 2400,Indonesia,https://www.wom.co.id,86400,Altira Office Tower,62 21 2188 2420,Credit Services,"Lt. 32, 33, and 35 Jl. Yos Sudarso Kav. 85 Sunter Jaya, Tanjung Priok",WOMF.JK,
60184,Basic Materials,500.0,"PT Gunawan Dianjaya Steel Tbk produces and sells hot rolled steel plates in Indonesia. It offers steel plates for general use, such as low carbon structural steel plates and high strength low alloy structural steel plates; steel plates for boilers and pressure vessels; and steel plates for ship building, including mild steels and high tensile steels. The company also exports its products. PT Gunawan Dianjaya Steel Tbk was founded in 1989 and is headquartered in Surabaya, Indonesia.",Surabaya,62 31 749 0598,Indonesia,https://www.gunawansteel.com,86400,Jl. Margomulyo No. 29 A,62 31 749 0581,Steel,Tambak Sarioso Asemrowo,GDST.JK,
11520,Financial Services,84.0,"PT Reliance Sekuritas Indonesia Tbk provides securities brokerage and underwriting services in Indonesia. The company was founded in 1993 and is headquartered in Jakarta Barat, Indonesia. PT Reliance Sekuritas Indonesia Tbk is a subsidiary of PT Reliance Capital Management.",Jakarta Barat,62 21 2952 0558,Indonesia,https://www.reliancesekuritas.com,86400,Soho Westpoint,62 21 2911 1951,Capital Markets,Jalan Macan Kav.4-5 Kedoya Utara Kedoya City,RELI.JK,
12940,Communication Services,2070.0,"PT Visi Media Asia Tbk operates as an integrated media convergence company in Indonesia. It operates through Advertisement and Non-Advertisement segments. The company operates tvOne, a news and sports television station; ANTV, which provides entertainment and lifestyle content, such as drama, comedy, animation, and other general entertainment programs for families and children; viva.co.id, a newstainment portal; intipseleb.com, an infotainment portal; jatidangdut.com, a music news portal; sahijab.com, a lifestyle portal; and 100kpj.com, an automotive portal. It also operates vivanews.com, a news portal; milzeru.com, which broadcasts special content for the millennial generation; ANTVklik.com, a news portal; tvOnenews.com, a news and sports portal; vlix.id; and zing.id, a video-on-demand portal. It also offers trading and business management consultancy services; office rental, property management, and other services; internet and website advertising services; multimedia and telecommunication services; general private television broadcasting services; television broadcasting industry services; and production house services. The company was founded in 2004 and is based in Jakarta, Indonesia. PT Visi Media Asia Tbk is a subsidiary of PT Bakrie Global Ventura.",Jakarta,62 21 2253 5575,Indonesia,https://www.vivagroup.co.id,86400,Komplek Rasuna Epicentrum Lot. 9,62 21 2253 5515,Broadcasting,Jl. H.R. Rasuna Said Karet Kuningan Setiabudi District,VIVA.JK,
12190,Industrials,218.0,"PT Dana Brata Luhur Tbk, a coal logistic company, provides pit to port coal hauling services in Indonesia. The company operates hauling roads and stockpile areas. It also operates a coal terminal for coal loading and blending. The company was founded in 2008 and is headquartered in Jakarta, Indonesia. PT Dana Brata Luhur Tbk is a subsidiary of PT Prima Mineral Utama.",Jakarta,62 21 5010 6300,Indonesia,https://www.tebe.co.id,86400,Treasury Tower,62 21 5010 6299,Infrastructure Operations,"15th Floor, Unit H District 8, SCBD Lot 28 Jl. Jend. Sudirman Kav. 52–53",TEBE.JK,
12190,Financial Services,17.0,"PT Fuji Finance Indonesia Tbk operates as a finance company in Indonesia. It offers investment finance for various industrial machineries and equipment, such as power plant equipment, heavy equipment, and all types of vehicles; working capital finance; multipurpose finance for procurement of goods or services; invoice factoring services; bridging finance; and finance for green energy projects, such as solar power system. The company was founded in 1982 and is based in Jakarta, Indonesia. PT Fuji Finance Indonesia Tbk is a subsidiary of Indovalue Capital Asset Management Ltd.",Jakarta,62 21 522 6509,Indonesia,https://www.fujifinance.com,86400,Menara Sudirman,62 21 522 6518,Credit Services,8th Floor Jl. Jend. Sudirman Kav. 60,FUJI.JK,
10220,Utilities,509.0,"PT Rukun Raharja Tbk, together with its subsidiaries, operates as an integrated energy provider in Indonesia. It is involved in the distribution and storage of natural gas and fuel; maintenance and operations of clean water, gas infrastructure, and compression, as well as management of LPG terminal facilities. The company also offers supporting services for oil and natural gas mining; consultations on energy and mining; port services; containers loading-unloading services; leasing and management of building; supporting utilities of property companies; and planning and construction supervision services. In addition, it is involved fuel and gas transmission pipeline capacity trading. The company was founded in 1993 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,62 21 2929 1053,Indonesia,https://www.raja.co.id,86400,Office Park Thamrin Residences,61 21 2357 9803,Utilities—Regulated Gas,"Blok A. No. 01-05 Jalan Thamrin Boulevard Kebon. Melati, Tanah Abang",RAJA.JK,
11470,Real Estate,79.0,"PT Triniti Dinamik develops real estate properties in Indonesia. It develops residential and small office home office projects, as well as apartments. The company was founded in 2014 and is based in Grogol Petamburan, Indonesia.",Grogol Petamburan,62 21 2920 1133,Indonesia,https://www.trinitidinamik.com,86400,APL Tower,,Real Estate—Development,"10th Floor, T2 – T9 Jl. Letjen. S.Parman Kav.28",TRUE.JK,
12760,Real Estate,79.0,"PT DMS Propertindo Tbk operates as a property development and hospitality management company in Indonesia. The company constructs residential buildings, civil projects, and other construction installations. It also owns and operates three hotels, including ZEST Hotel, Hotel Indies Heritage, and FABU Hotel; and operates restaurants, a bar, and a spa. The company was founded in 2011 and is headquartered in Jakarta Selatan, Indonesia. PT DMS Propertindo Tbk is a subsidiary of PT DMS Investama.",Jakarta Selatan,62 21 794 0671,Indonesia,https://www.dmspropertindo.com,86400,Gedung Graha Mampang,,Real Estate Services,2nd Floor Jl. Mampang Prapatan No. 100,KOTA.JK,
12940,Financial Services,333.0,"PT Lippo General Insurance Tbk provides various insurance products in Indonesia. The company offers fire, motor vehicles, credit insurance and bonds, marine cargo, health, life and death, and other insurance products. It operates through branches and marketing offices located in Karawaci, Medan, Surabaya, Palembang, Bandung, Semarang, Solo, Pekanbaru, Cikarang, Makassar, Balikpapan, and Bali. The company was formerly known as PT Asuransi Marga Pusaka and changed its name to PT Lippo General Insurance Tbk in July 1991. PT Lippo General Insurance Tbk was founded in 1963 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 525 6161,Indonesia,https://www.lippoinsurance.com,86400,Lippo Kuningan Building,62 21 525 7161,Insurance—Diversified,27th Floor Unit A & F Jl. HR Rasuna Said Kav. B-12,LPGI.JK,
10730,Basic Materials,18.0,"PT Wilton Makmur indonesia Tbk., together with its subsidiaries, engages in the exploration and mining of gold in Indonesia. The company holds interest in the Ciemas Gold Project that covers a total area of 3,078.5 hectares located in West Java, Indonesia. It is also involved in the trading of various natural resources, such as zirconium, lead, and coal. The company was formerly known as PT Renuka Coalindo Tbk and changed its name to PT Wilton Makmur indonesia Tbk. in October 2019. The company was founded in 2000 and is headquartered in Jakarta, Indonesia. PT Wilton Makmur indonesia Tbk. is a subsidiary of Wilton Resources Holding Pte. Ltd.",Jakarta,62 21 612 5588,Indonesia,https://www.wilton.id,86400,Komplek Harco Mangga Dua,62 21 612 5583,Gold,(Agung Sedayu) Blok C number 5a Jalan Mangga Dua Raya,SQMI.JK,
12930,Energy,284.0,"PT Atlas Resources Tbk, together with its subsidiaries, engages in the acquisition, exploration, development, production, and sale of coal in Indonesia and internationally. It produces high-calorie and metallurgical coal for use in the steel production and power plants, cement factories, and other manufacturing facilities. The company holds various mining concessions covering a total area of approximately 50,000 hectares in Indonesia. It is also involved in the trading, services, construction, transportation, workshop, printing, investment, logistics, and agricultural activities. The company was founded in 2007 and is based in Jakarta Selatan, Indonesia.",Jakarta Selatan,,Indonesia,https://www.atlas-coal.co.id,86400,Sampoerna Strategic Square,,Thermal Coal,"South Tower, Level 18 Jalan Jenderal Sudirman Kav. 45 - 46",ARII.JK,
10220,Basic Materials,627.0,"PT. Polychem Indonesia Tbk engages in the chemical and polyester businesses. The company operates through Polyester and Petrochemical segments. It offers mono-ethylene glycol, di-ethylene glycol, tri-ethylene glycol, and various ethoxylate products; and petrochemicals. The company also provides polyester chips, partially oriented yarns, polyester staple fibers, and drawn textured yarns. PT. Polychem Indonesia Tbk was founded in 1978 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 574 4848,Indonesia,https://www.polychemindo.com,86400,Gedung Wisma 46 Kota BNI,62 21 5794 5831,Specialty Chemicals,"Lt 20, RT.010 RW.009 Jl. Jend. Sudirman Kavling 1 Karet Tengsin Tanah Abang, Kota Adm.",ADMG.JK,
12940,Consumer Defensive,1600.0,"PT Budi Starch & Sweetener Tbk, together with its subsidiaries, produces and sells cassava-based products in Indonesia and internationally. The company offers tapioca and modified tapioca starch for use in food, paper, confectionery, chemicals, and instant noodles; and sweeteners, such as glucose, fructose, sorbitol, and maltodextrine. It also provides polypropylene woven bags for packaging applications; sulfuric acid for use in fertilizer manufacturing industries, rayon, dyes, medicines, detergents, inorganic salts, oil refineries, and metallurgical processes; citric acid and other chemicals; and organic fertilizers. The company was formerly known as PT Budi Acid Jaya Tbk and changed its name to PT Budi Starch & Sweetener Tbk in July 2013. PT Budi Starch & Sweetener Tbk was founded in 1979 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 521 3383,Indonesia,https://budistarchsweetener.com,86400,Wisma Budi,62 21 521 3392,Packaged Foods,8th-9th Floor Jl. H.R. Rasuna Said Kav. C-6,BUDI.JK,
12920,Real Estate,310.0,"PT Duta Anggada Realty Tbk. engages in the real estate development activities in Indonesia. It develops, sells, rents, and manages apartments, office buildings, hotels, and shopping centers in Jakarta and Bali. The company also provides tourism hospitality and other related services. The company was formerly known as PT Duta Anggada Inti Pratama and changed its name to PT Duta Anggada Realty Tbk. in April 1997. PT Duta Anggada Realty Tbk. was founded in 1983 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 520 8000,Indonesia,https://www.dutaanggadarealty.com,86400,Chase Plaza Building,62 21 520 8100,Real Estate Services,Lantai 21 Jalan Jenderal Sudirman Kav. 21,DART.JK,
15321,Consumer Cyclical,2588.0,"PT Industri dan Perdagangan Bintraco Dharma Tbk, together with its subsidiaries, engages in automotive sales and after sales services, and financing businesses. It operates through three segments: Automotive, Financing, and After Sales. The company sells new vehicles; and offers sales and after-sales services for new vehicles through 24 marketing branch offices and official workshops, as well as provides financing services. It is also involved in the distribution of spare parts for four-wheeled and two-wheeled motor vehicles; development of car maintenance workshops networks under the CARfix brand; trading business; building rental; provision of vehicle repair services; and motorcycles dealing. In addition, the company operates CARSWORLD, a car ecosystem platform that allows users to maintain, sell, buy, finance, auction, and insure their cars and pay their transactions. PT Industri dan Perdagangan Bintraco Dharma Tbk was incorporated in 1969 and is headquartered in Tangerang Selatan, Indonesia.",Tangerang Selatan,62 21 2235 6800,Indonesia,https://www.bintracodharma.com,86400,Gedung CARSWORLD Lantai 8,62 21 2235 6801,Auto & Truck Dealerships,Jalan Sunburst CBD Lot II No. 3 BSD City Serpong,CARS.JK,
12740,Industrials,189.0,"PT Keramika Indonesia Assosiasi Tbk produces and sells various ceramic products in Indonesia, Asia, Europe, and the United States. The company offers floor, wall, granite, roof, and vinyl tiles; sanitary ware products, such as toilet products and wash bowls; and sanitary fittings, including showers, faucets, mixer stop valves, bath mixers, floor drain squares, and kitchen faucets. It provides its products under the KIA, IMPRESSO, and SPECTRA brands. The company was founded in 1953 and is headquartered in Jakarta Selatan, Indonesia. PT Keramika Indonesia Assosiasi Tbk is a subsidiary of SCG Building Materials Co., Ltd.",Jakarta Selatan,62 21 799 3973,Indonesia,https://www.kiaceramics.com,86400,Graha Mobisel,,Building Products & Equipment,"3rd Floor Jalan Warung Buncit Raya No.139 Kalibata, Pancoran",KIAS.JK,
15720,Consumer Defensive,,"PT Pratama Abadi Nusa Industri Tbk manufactures and sells packaging cans. The company primarily offers blek cans for glue, paints, and oil packaging. It also engages in the processing of fishery products and freezing food, as well as provides cold storage services. The company was founded in 2000 and is headquartered in Tangerang, Indonesia. PT Pratama Abadi Nusa Industri Tbk is a subsidiary of PT Multi Artha Pratama.",Tangerang,62 21 2941 7685,Indonesia,https://www.pratamaabadi.com,86400,Jalan Aria Jaya Sentika,62 21 2941 7685,Packaged Foods,No.33 RT. 001/001 Desa Pasir Bolang Kecamatan Tigaraksa,PANI.JK,
12950,Industrials,1014.0,"PT Voksel Electric Tbk, together with its subsidiaries, manufactures and sells power and telecommunication cables in Indonesia. It operates through Power Cable, Fiber Optic Cable, Copper Wire Cable, Contractor Service, and Trading segments. The company provides bare copper and aluminum conductors; and power and control cables, such as high and medium voltage, submarine, low voltage, cross linked polyethylene insulated, polyethylene insulated, polyvinyl chloride insulated, fire resistance, control and instrument, shipyard, and solar cables. It also offers optical fiber cables, which include all dielectric self supporting cables, aerial and duct cables, armor/buried cables, fiber to the home and single core per tube cables, air blowing micro duct cables, submarine fiber optic cables, and optical ground wires. In addition, the company is involved in trading of machinery, telecommunications equipment, and other equipment. Further, it exports its products. PT Voksel Electric Tbk was founded in 1971 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 5794 4622,Indonesia,https://www.voksel.co.id,86400,Menara Karya Lantai 3,62 21 5794 4649,Electrical Equipment & Parts,"Suite D Block X-5, Kav. 1-2 Jl. HR. Rasuna Said",VOKS.JK,
10310,Financial Services,15.0,"PT Buana Artha Anugerah Tbk operates as an asset management company in Indonesia. The company offers investment management products, such as mutual funds and fixed income securities. It also engages in the trading business. The company was formerly known as PT Star Petrochem, Tbk and changed its name to PT Buana Artha Anugerah Tbk in June 2019. PT Buana Artha Anugerah Tbk was founded in 2008 and is based in Central Jakarta, Indonesia.",Jakarta Pusat,62 21 2358 5612,Indonesia,https://www.starpetrochem.co.id,86400,Menara BCA,62 21 2358 4401,Asset Management,Lt. 45 Grand Indonesia Jl. MH Thamrin No. 1,STAR.JK,
17550,Industrials,196.0,"PT Multifiling Mitra Indonesia Tbk provides integrated storage and record management services in Indonesia. It offers document scanning and digital storage; secure shredding; IT asset recycling and disposition; and legal and vital records storage services. The company also provides Iron Mountain Clean Start that navigates changing workplace requirements from dedensifying and reconfiguring the office for social distancing to office closures or moving to digital way of working; and file room, and offsite records and tape vaulting solutions. In addition, it offers Mountain Connect, an online hub to find records at any time. The company was founded in 1992 and is headquartered in Bekasi, Indonesia. PT Multifiling Mitra Indonesia Tbk is a subsidiary of Iron Mountain Hong Kong Limited.",Bekasi,62 21 8990 7636,Indonesia,https://www.mmi.co.id,86400,Delta Silicon Industrial Park,62 21 897 2652,Specialty Business Services,Jl. Akasia II Blok A7-4A Lippo Cikarang,MFMI.JK,
12870,Consumer Cyclical,1248.0,"PT Duta Intidaya Tbk operates as a health and beauty retailer in Indonesia. The company offers medicines, pharmacy goods, medical and wellness equipment, personal and skin care products, perfumes and cosmetics, baby products, and general merchandise in stores and/or pharmacies. It also trades in food and beverages. In addition, the company acts as an agent/representative, sole agent, distributor, and purveyor, as well as a franchise and supplier of various traded goods. As of December 31, 2021, the company operated a network of 160 stores in 14 provinces under the Watsons brand. It also operates online stores at Shopee.com, Tokopedia. com, Lazada.com, Blibli.com, and Bukalapak.com marketplace, as well as Halodoc, Bima+ app, Good Doctor app, GrabMart app, and GoMart app. The company was founded in 2005 and is based in South Jakarta, Indonesia. PT Duta Intidaya Tbk is a subsidiary of Total Alliance Holdings Limited.",South Jakarta,62 21 2128 3001,Indonesia,https://www.watsons.biz.id,86400,EightyEight@Kasablanka Tower A,62 21 2128 3002,Specialty Retail,28th and 37th Floor Jl. Casablanca Raya Kav. 88,DAYA.JK,
10220,Consumer Defensive,2161.0,"PT FKS Food Sejahtera Tbk, through its subsidiaries, engages in manufacturing, wholesale, and retail trade of food in Indonesia. The company offers dried and instant noodles and vermicelli products, wafer stick and extrusion snacks, biscuits, candies, and other snacks. It is also involved in the agriculture; supply of electricity, gas, steam, hot and cold air; and professional, scientific, and technical activities, as well as financial and insurance activities. The company was founded in 1990 and is headquartered in Central Jakarta, Indonesia. PT FKS Food Sejahtera Tbk is a subsidiary of PT Pangan Sejahtera Investama.",Jakarta Pusat,62 21 252 1698,Indonesia,https://www.fksfs.co.id,86400,Menara Astra Lantai 29,62 21 252 0798,Packaged Foods,Jl. Jend. Sudirman Kav. 5-6 Karet Tengsin Kecamatan Tanah Abang,AISA.JK,
10340,Industrials,186.0,"PT MNC Energy Investments Tbk provides commercial business flight and air transport services in Indonesia and South East Asia. The company operates various types of fixed wing aircraft and helicopters. It offers aviation services, such as aircraft and helicopter chartering, air cargo, repair shop, maintenance, and other related services. The company also provides aero medical evacuation, geophysical, and survey aerial photography, as well as air services for the development of tourism industry. It serves the onshore and offshore oil, gas, and mining companies. The company was formerly known as PT Indonesia Transport & Infrastructure Tbk and changed its name to PT MNC Energy Investments Tbk in February 2022. PT MNC Energy Investments Tbk was founded in 1968 and is headquartered in Central Jakarta, Indonesia.",Jakarta Pusat,62 21 391 2935,Indonesia,https://www.indonesia-air.com,86400,MNC Tower,62 21 391 2941,Airports & Air Services,22nd Floor JI. Kebon Sirih No. 17-19,IATA.JK,
50134,Real Estate,225.0,"PT Dafam Property Indonesia Tbk engages in the property development activities in Indonesia. The company operated through: Hotel, Sale of Residential, and Hotel Management Services divisions. It develops residential properties; and provides hotel management services. The company was incorporated in 2011 and is headquartered in Semarang, Indonesia. PT Dafam Property Indonesia Tbk is a subsidiary of Pt Dafam.",Semarang,62 24 356 9595,Indonesia,https://dafamproperty.com,86400,Menara Suara Merdeka,62 24 356 9222,Real Estate Services,11th Floor Jl. Pandanaran No. 30,DFAM.JK,
13350,Industrials,391.0,"PT Nusa Raya Cipta Tbk, together with its subsidiaries, engages in the construction business in Indonesia. The company constructs hotels and resorts, office buildings, apartments, hospitals, shopping malls, retail centers, and factories. It also engages in the construction of roads, highways, harbors, bridges, irrigation projects, and others for public and private sectors. The company was founded in 1968 and is headquartered in Jakarta, Indonesia. PT Nusa Raya Cipta Tbk is a subsidiary of PT Surya Semesta Internusa Tbk.",Jakarta,62 21 819 3526,Indonesia,https://www.nusarayacipta.com,86400,Graha Cipta Building,62 21 819 3544,Engineering & Construction,Lantai 2 Jln. D.I Panjaitan No. 40,NRCA.JK,
16810,Consumer Cyclical,1139.0,"PT Argha Karya Prima Industry Tbk manufacturers, markets, trades, and distributes flexible packaging films in Indonesia, Africa, the Americas, the Middle East, Europe, Australia, and New Zealand. It operates through two segments, Manufacturing and Distribution. It offers biaxially oriented poly propylene films and polyester films. The company was founded in 1980 and is based in Bogor, Indonesia. PT Argha Karya Prima Industry Tbk is a subsidiary of PT Nawa Panduta.",Bogor,62 21 875 2707,Indonesia,https://www.arghakarya.com,86400,Jl Pahlawan,62 21 8790 2109,Packaging & Containers,Karang Asem Barat Citeureup,AKPI.JK,
10120,Basic Materials,119.0,"PT PAM Mineral Tbk, together with its subsidiaries, engages in the exploration, mining, processing, and sale of nickel ore. The company was incorporated in 2008 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,62 21 352 1669,Indonesia,https://www.pammineral.co.id,86400,"Jl. Batu Jajar, No. 37",,Other Industrial Metals & Mining,Lantai 5,NICL.JK,
12950,Basic Materials,1.0,"PT Sumber Energi Andalan Tbk provides trading, import and export, consulting, project, and contract services to the mining and energy sectors. The company was formerly known as PT Itamaraya Tbk and changed its name to PT Sumber Energi Andalan Tbk in June 2010. The company was founded in 1987 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 5081 5254,Indonesia,https://energi-andalan.co.id,86400,Sopo Del Office & Lifestyle Tower B,62 21 5081 5253,Other Industrial Metals & Mining,"Lantai 21 JI. Mega Kuningan Barat III, Lot.10 1-6 Kawasan Mega Kuningan",ITMA.JK,
15137,Consumer Cyclical,4532.0,"PT Asia Pacific Investama Tbk, through its subsidiaries, operates as a textile and garments company in Indonesia, rest of Asia, Europe, the United States, and Africa. It operates through four segments: Garments, Weaving, Spinning, and Knitting. The company offers yarn, greige fabrics, denim fabrics, knitted fabric, and apparel. It also engages in the laundry and export businesses. The company was formerly known as PT Apac Citra Centertex Tbk and changed its name to PT Asia Pacific Investama Tbk in November 2015. The company was incorporated in 1987 and is headquartered in Tangerang, Indonesia. PT Asia Pacific Investama Tbk is a subsidiary of PT Indah Jaya Investama.",Tangerang,62 21 5566 8888,Indonesia,https://www.apinvestama.co.id,86400,Jl. Pajajaran 14 No. 62,62 21 5566 7833,Textile Manufacturing,Gandasari Jatiuwung,MYTX.JK,
12870,Industrials,163.0,"PT Intikeramik Alamasri Industri Tbk, together with its subsidiaries, manufactures, distributes, and sells porcelain tiles under the Essenza brand in Indonesia and internationally. The company operates in two segments, Ceramic Production and Sales; and Hotel Services. The company was founded in 1991 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 8370 0435,Indonesia,https://intikeramik.com,86400,"Menara Bidakara 2, Lt. 1",62 21 8370 0436,Building Products & Equipment,"Jl. Jend. Gatot Subroto, Kav. 71-73",IKAI.JK,
11740,Consumer Cyclical,3324.0,"PT Trisula International Tbk, together with its subsidiaries, designs and manufactures garments in Indonesia. It operates through four segments: Manufacturing, Distribution, Uniform, and Retail. The company manufactures garments for products, such as jackets, ladies bottom, casual wear, men's trousers, corporate uniform, and functional clothing; lower garment products and golf sportswear; and corporate uniforms for banks, hotels, governmental agencies, and airlines. It owns and operates 160 outlets; and distributes garments to department stores and retail outlets. The company also markets its products through yukshopping.com; and e-commerce platforms such as Shopee, Lazada, Zalora, Tokopedia, Blibli, Bukalapak, and JD.id. It also exports its products. The company was founded in 1968 and is headquartered in West Jakarta, Indonesia. PT Trisula International Tbk is a subsidiary of PT Trisula Insan Tiara.",Jakarta Barat,62 21 5835 7377,Indonesia,https://www.trisula.co.id,86400,Trisula Center,62 21 5835 8033,Apparel Manufacturing,"Blok A,No. 1 Jl. Lingkar Luar Barat, Rawa Buaya Cengkareng",TRIS.JK,
12190,Basic Materials,425.0,"PT Central Omega Resources Tbk, together with its subsidiaries, engages in the mineral mining business in Indonesia. It explores for nickel ores. The company was formerly known as PT Duta Kirana Finance Tbk and changed its name to PT Central Omega Resources Tbk in 2008. The company was founded in 1995 and is headquartered in Jakarta, Indonesia. PT Central Omega Resources Tbk operates as a subsidiary of PT Jinsheng Mining.",Jakarta,62 21 515 3533,Indonesia,https://www.centralomega.com,86400,Plaza Asia,62 21 515 3753,Other Industrial Metals & Mining,6th Floor Jl. Jendral Sudirman Kav. 59,DKFT.JK,
76116,Industrials,206.0,"PT Transkon Jaya Tbk engages in vehicle rental services in Indonesia. The company rents light vehicles, light trucks and buses, manhauls, ambulance, service bodies, rescue vehicles, and other specialist vehicles, as well as trades in spare parts and car accessories. It also provides internet and communications; and IT and computer services. The company serves mining, oil and gas, catering, and construction industries. The company was founded in 2002 and is based in Balikpapan, Indonesia.",Balikpapan,62 54 277 0401,Indonesia,https://transkon-rent.com,86400,Jl. Mulawarman No.21 RT.23,62 54 277 0403,Rental & Leasing Services,Manggar,TRJA.JK,
12950,Energy,108.0,"PT Golden Eagle Energy Tbk, together with its subsidiaries, engages in the coal mining and related activities in Indonesia. The company owns interests in a coal mining concession that covers an area of 3,238 hectares located in District Palaran, Samarinda, East Kalimantan; and coal concessions covering 2,143 hectares located in North Musi Rawas Regency, South Sumatera province. It offers mining support and coal transportation services. The company is also involved in exporting activities. The company was formerly known as PT Eatertainment International Tbk and changed its name to PT Golden Eagle Energy Tbk in August 2012. PT Golden Eagle Energy Tbk was founded in 1980 and is based in Jakarta, Indonesia. PT Golden Eagle Energy Tbk is a subsidiary of PT Mutiara Timur Pratama.",Jakarta,62 21 576 1815,Indonesia,https://www.go-eagle.co.id,86400,Menara Rajawali,62 21 576 1817,Thermal Coal,7th Floor Jl. Dr. Ide Anak Agung Gde Agu Lot No5.1 Kawasan Mega Kuningan,SMMT.JK,
12430,Consumer Cyclical,489.0,"PT Sepatu Bata Tbk. engages in the manufacture and sale of footwear products in Indonesia. The company offers leather footwear, canvas built-up footwear, casual and sports shoes, injection molded sandals/slippers, and industrial safety footwear. It is also involved in the import, export, and distribution of footwear. The company offers its products through stores, as well as online. It serves retail dealers and wholesalers. The company was founded in 1931 and is headquartered in South Jakarta, Indonesia. PT Sepatu Bata Tbk. operates as a subsidiary of Bafin (Nederland) B.V.",Jakarta Selatan,62 21 750 5353,Indonesia,https://www.bata.co.id,86400,Jl. RA. Kartini Kav. 28,62 21 750 4354,Footwear & Accessories,Cilandak Barat,BATA.JK,
,Real Estate,4.0,"PT Andalan Perkasa Abadi Tbk develops and manages properties in Indonesia. Its property portfolio comprises apartments and villas. The company was formerly known as PT Gatra Wibawa Sejati and changed its name to PT Andalan Perkasa Abadi Tbk in 2016. PT Andalan Perkasa Abadi Tbk was founded in 2014 and is headquartered in Bali, Indonesia.",Bali,62 361 849 9595,Indonesia,https://www.andalanperkasaabadi.co.id,86400,Jalan Raya Cendrawasih No. 88A,62 361 849 9595,Real Estate Services,"Kerobokan Kelod, Kuta Utara Kabupaten Badung",NASA.JK,
,Energy,68.0,"PT Alfa Energi Investama Tbk, through its subsidiaries, engages in the coal mining, trading, and transportation businesses in Indonesia. It is also involved in the stockpile management, crushing, and loading of coal. The company holds interests in a concession with approximately 2,089 hectares located in Kutai Kartanegara, East Kalimantan; and a concession with approximately 6,000 hectares situated in West Kutai, East Kalimantan. PT Alfa Energi Investama Tbk was founded in 2015 and is based in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 724 6966,Indonesia,https://www.alfacentra.com,86400,Plaza 5 Pondok Indah,62 21 7278 0115,Thermal Coal,"Blok D-12,Jl. Margaguna Raya RT.03/RW.11 Gandaria Utara Kebayoran Baru",FIRE.JK,
11850,Industrials,300.0,"PT Tembaga Mulia Semanan Tbk manufactures, sells, and exports copper and aluminum rods and wires in Indonesia and internationally. It operates in two segments, Copper Rod and Wire, and Aluminum Rod. The Copper Rod and Wire segment produces copper rods and various sizes of copper wires. The Aluminum Rod segment produces EC grade rods, alloy rods, and TAL rods. The company was incorporated in 1977 and is based in Jakarta Barat, Indonesia.",Jakarta Barat,62 21 619 0128,Indonesia,https://www.pttms.co.id,86400,Jalan Daan Mogot Km. 16,62 21 619 0135,Metal Fabrication,Semanan Kalideres,TBMS.JK,
15111,Industrials,6.0,"PT Pratama Widya Tbk provides construction services in the areas of geotechnical engineering. The company's services include geotechnical investigation; deep foundations, such as bored pile, piling, injection pile, and loading test; retaining walls, such as soldier and contiguous pile, sheet pile, secant pile, and diaphragm wall works; grouting and soil improvements consisting of jet grouting, deep mixing, and soil cement stabilization works; slope reinforcement comprising soil nailing and shotcrete, ground anchor, and rock bolt works, as well as dewatering services; and engineering procurement construction works. It serves various development sectors, such as buildings, infrastructures, mining sites, factories, oil and gas sectors, dams, powerplants, and others. The company was founded in 1981 and is headquartered in Tangerang, Indonesia.",Tangerang,62 21 5578 2407,Indonesia,https://www.pratamawidya.com,86400,Widya Griya,62 62 5570 1567,Engineering & Construction,Jalan Kepala Buaran PLN No.92 A-D Cikokol,PTPW.JK,
