zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,address2,symbol
12710,Financial Services,765.0,"PT Bank Capital Indonesia Tbk provides various banking products and services in Indonesia. The company offers current accounts, savings products, and time deposits; mortgage, car, and multipurpose financing products; overdraft facilities; demand loans, money market lines, and term loans; and guarantees. It also provides safe deposit boxes, ATM cards, online fund transfers, collection, clearing, foreign exchange, export and import transaction, remittance, payroll, syndicated loans, online and mobile banking, and credit card payment services. It operates through 4 branches and 77 sub-branches. The company was formerly known as PT Bank Credit Lyonnais Indonesia and changed its name to PT Bank Capital Indonesia Tbk in September 2004. PT Bank Capital Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 2793 8989,Indonesia,https://www.bankcapital.co.id,86400,Jamsostek Tower,62 21 2793 8900,Banks—Regional,1st & 6th Floor Jl. Jendral Gatot Subroto Kav 38,BACA.JK
,Consumer Defensive,364.0,"PT Mulia Boga Raya Tbk manufactures and sells cheese and mayonnaise for salad dressing under the Prochiz brand name in Indonesia. It offers block and sliced cheese, and other products. The company sells its products through its own marketing force and third-party distributors. It also exports its products. The company was incorporated in 2006 and is headquarter in Bekasi, Indonesia. PT Mulia Boga Raya Tbk is a subsidiary of PT Garudafood Putra Putri Jaya Tbk.",Bekasi,62 21 8990 8468,Indonesia,https://www.prochiz.com,86400,Bekasi International Industrial Estate,62 21 8992 8485,Packaged Foods,Jalan Inti Raya II Blok C.7 No. 5-A Cibatu South Cikarang,KEJU.JK
14470,Industrials,1273.0,"PT Garuda Metalindo Tbk engages in the manufacture and sale of precision fasteners and engineered components primarily for the automotive industry in Indonesia. The company offers bolts, nuts, screws, and rivets; and special components, and pins and collars for use in engine, suspension, brake, frame and chassis, interior, power train, and other applications. It serves the motorcycle, automobile, automotive components, electrical equipment, and home appliance industries. The company also exports its products to rest of Asia, Europe, and the Americas. PT Garuda Metalindo Tbk was founded in 1966 and is headquartered in North Jakarta, Indonesia. PT Garuda Metalindo Tbk is a subsidiary of PT Garuda Multi Investama.",Jakarta Utara,62 21 555 3963,Indonesia,https://garudametalindo.co.id,86400,Jl. Kapuk Kamal Raya No 23,62 21 555 1440,Tools & Accessories,,BOLT.JK
13760,Healthcare,394.0,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. It operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it leases and manages properties. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",Jakarta Timur,62 21 2856 5600,Indonesia,https://www.merckgroup.com/id-id,86400,Jl. TB Simatupang No. 8,62 21 2856 5601,Drug Manufacturers—Specialty & Generic,Pasar Rebo,MERK.JK
12920,Real Estate,842.0,"PT Jakarta Setiabudi Internasional Tbk, together with its subsidiaries, engages in the hospitality and property businesses in Indonesia. It operates through Hotel, Real Estate, Rental of Office Space, and Rental of Retail Center segments. It offers hotel guestroom and restaurant services; sells land and/or buildings, and apartment units; and rents office space and retail centers. The company was founded in 1975 and is headquartered in Jakarta, Indonesia. PT Jakarta Setiabudi Internasional Tbk is a subsidiary of PT Jan Darmadi Investindo.",Jakarta,62 21 522 0568,Indonesia,https://www.jsi.co.id,86400,Setiabudi 2 Building,62 21 525 5803,Real Estate Services,3A Floor Jl. H.R. Rasuna Said Kav. 62,JSPT.JK
12930,Energy,44.0,"PT Dwi Guna Laksana Tbk, together with its subsidiaries, engages in the coal mining and trading activities in Indonesia. The company also offers port, crushing, loading, and barging services. It has a concession area of 412.8 hectares located in the Jilatan Village, district of Batu Ampar, Regency of Tanah Laut, South Kalimantan. The company was founded in 1986 and is headquartered in Jakarta, Indonesia. PT Dwi Guna Laksana Tbk is a subsidiary of Hawthorn-Capital Investment Pte. Ltd.",Jakarta,62 21 8051 1142,Indonesia,https://dwigunalaksana.co.id,86400,Sinarmas MSIG Tower,62 21 8051 1144,Thermal Coal,"9th Floor Jl. General Sudirman Kav.21 Setiabudi, Karet, South Jakarta",DWGL.JK
11420,Consumer Cyclical,421.0,"PT Surya Pertiwi Tbk distributes bathroom and kitchen products. It operates in four segments: Sanitary Wares, Fitting, Kitchen, and Others. The company offers sanitary wares, porcelain, fittings, kitchen products, and household appliances. It also engages in the construction activities. The company was founded in 1968 and is headquartered in Jakarta Barat, Indonesia.",Jakarta Barat,62 21 2929 8585,Indonesia,https://suryapertiwi.co.id,86400,Wisma 81 TOTO Office Building,62 21 568 0068,"Furnishings, Fixtures & Appliances",Jl. Letjen S. Parman Kav. 81,SPTO.JK
60292,Consumer Defensive,731.0,"PT Campina Ice Cream Industry, Tbk. produces, markets, and distributes ice creams in Indonesia. It offers cone, cup, family pack, and stick ice creams. The company was founded in 1972 and is headquartered in Surabaya, Indonesia.",Surabaya,62 31 843 2247,Indonesia,https://www.campina.co.id,86400,Jl. Rungkut Industri II/15-17,62 31 843 9232,Packaged Foods,Kel. Tenggilis Mejoyo Kec. Tenggilis Mejoyo,CAMP.JK
13240,Consumer Defensive,248.0,"PT Buyung Poetra Sembada Tbk manufactures and trades in rice and its derivative products in Indonesia. The company distributes rice through supermarkets and minimarkets under the Topikoki, Rumah Limas, Belida, BPS, Daily Meal, and HOKI brand names. It also engages in the trade, construction, land transportation, and printing activities; and rental of power plants. The company was founded in 2003 and is headquartered in Jakarta Timur, Indonesia. PT Buyung Poetra Sembada Tbk is a subsidiary of PT Buyung Investama Gemilang.",Jakarta Timur,62 877 3888 5401,Indonesia,https://www.topikoki.com,86400,Pasar Induk Beras Cipinang Block K No.17,,Packaged Foods,Kelurahan Pisangan Timur Pulogadung District,HOKI.JK
10220,Financial Services,576.0,"PT Asuransi Multi Artha Guna Tbk provides general insurance and reinsurance services in Indonesia. It offers fire, earthquake, property, engineering, heavy equipment, cargo, motor vehicle, burglary, money, personal accident, health, and travel insurance products. The company also provides cash in ATM, comprehensive machinery, cash in management, garage keeper liability, fidelity guarantee, moveable all-risks, hole-in-one, neon sign, micro business, consortium market, public liability, terrorism and sabotage, and marine hull insurance. The company was founded in 1980 and is headquartered in Jakarta, Indonesia. PT Asuransi Multi Artha Guna Tbk is a subsidiary of Fairfax Asia Limited.",Jakarta,62 21 270 0590,Indonesia,https://www.mag.co.id,86400,The City Center Batavia Tower One,62 21 725 0223,Insurance—Diversified,17th Floor Jl. KH Mas Mansyur Kav. 126,AMAG.JK
12810,Industrials,66.0,"PT Totalindo Eka Persada Tbk operates as a construction service and property development company in Indonesia. The company engages in the construction of apartments, hotels, shopping malls, factories, superblocks, residential, infrastructure, dormitory, and commercial and office buildings. It also constructs landed houses, as well as education center, worship house, toll roads, and bridges; and develops real estate properties. The company was founded in 1996 and is headquartered in Jakarta Selatan, Indonesia. PT Totalindo Eka Persada Tbk is a subsidiary of PT Totalindo Investama Persada.",Jakarta Selatan,62 21 837 92192,Indonesia,https://www.totalindo.co.id,86400,Jl. Tebet Raya No. 14 A,62 21 837 92199,Engineering & Construction,,TOPS.JK
12920,Consumer Cyclical,514.0,"PT Sona Topas Tourism Industry Tbk, together with its subsidiaries, operates as a tour and travel agency in Indonesia. It operates through three divisions: Travel, Duty Free Shops, and Retail Shops. It sells tours and travel tickets, as well as handles related documents and tours. It also operates duty free shops in Bali and retail shops in Jakarta, Bali, and Makassar. The company was formerly known as PT Sona Topas and changed its name to PT Sona Topas Tourism Industry Tbk in October 1990. PT Sona Topas Tourism Industry Tbk was incorporated in 1978 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 521 3056,Indonesia,https://www.sonatopas.co.id/new/,86400,Mayapada Tower 2,62 21 521 3066,Travel Services,"2nd Floor Jl. Jenderal Sudirman Lot. 27 Karet, Setiabudi",SONA.JK
11620,Utilities,121.0,"PT Kencana Energi Lestari Tbk, together with its subsidiaries, operates as a renewable energy company in Indonesia. It owns and operates 2 hydroelectric power plants with 39 megawatts in Pakkat, North Sumatera and Air Putih, Bengkulu; 5 megawatts biomass plant in Tempilang District, West Bangka Regency, Bangka Belitung Islands Province; and 1.3 megawatts solar power plant, as well as 10 megawatts micro-hydro power plant in Madong, South Sulawesi. The company also engages in the electrical equipment industry, electricity, gas, hot steam/water and cold air, special construction, wholesale trade, and other management consulting activities. It serves industries and householders. The company was founded in 2008 and is headquartered in West Jakarta, Indonesia.",Jakarta Barat,62 21 5890 0791,Indonesia,https://www.kencanaenergy.com,86400,Kencana Tower,62 21 5890 1215,Utilities—Independent Power Producers,11th Floor Kebon Jeruk Business Park Jalan Meruya Ilir Raya Nomor 88,KEEN.JK
12190,Financial Services,175.0,"PT Kresna Graha Investama Tbk, together with its subsidiaries, operates in the financial and investment, and technology and digital sectors in Indonesia. It provides digital products and services, comprising of digital distribution, digital engagement platform, enterprise solutions, financial technology, supply chain, transportation and logistics, internet of things and artificial intelligence, media and entertainment, and financial and investment, as well as digital cloud advertising, digital product aggregator, software as a service, and clean energy products and services. The company also engages in the trading, construction, services, development, industry, printing, land transportation, mining, real estate, workshop, tourism, contracting, garment, electrical, mechanical, professional, scientific and technical, and agriculture activities; trading of telecommunication equipment and machineries; software publishing; household electrothermal equipment industry; retail trade through media for food, beverage, tobacco, chemical, pharmaceutical, cosmetic and laboratory equipment, computer consulting, and facility management activities; and equipment, telecommunication, e-commerce and other computer programming, and information technology activities. In addition, it offers other computer services; consultant management; and securities brokerage and underwriting services. The company was formerly known as PT Kresna Graha Sekurindo and changed its name to PT Kresna Graha Investama Tbk in July 2015. PT Kresna Graha Investama Tbk was founded in 1999 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 515 2889,Indonesia,https://www.kresnainvestments.com,86400,Kresna Tower,62 21 515 5280,Capital Markets,"Tower B, 6th Floor 18 Parc Place SCBD Jalan Jendral Sudirman Kavling 52 - 53",KREN.JK
61262,Consumer Cyclical,1022.0,"PT Trias Sentosa Tbk operates as a flexible packaging film manufacturer in Indonesia, Japan, the rest of Asia, the United States, Australia, Europe, and Africa. The company manufactures and sells biaxially oriented polypropylene (BOPP) and biaxially oriented polyester (BOPET) films and plastics; and offers solutions of plastic packaging products. Its BOPP and BOPET products include printing and lamination, overwrap, anti-fog, matte, pearlized, white opaque, label, metallized, coated, heat sealable, and thermal film products. The company's products are used for food packaging; tobacco and box overwraps; anti-fog bags for vegetables, fresh fruits, and salad; paper look packaging and paper lamination; clear, white, and metallized label packaging; and ice cream, candy, and soap packaging. It is also involved in investment, trading, import, export, distribution, and other activities. PT Trias Sentosa Tbk was founded in 1979 and is headquartered in Sidoarjo, Indonesia.",Sidoarjo,62 31 897 5825,Indonesia,https://www.trias-sentosa.com,86400,Jl. Desa Keboharan Km 26,62 31 897 2998,Packaging & Containers,Krian,TRST.JK
12180,Energy,9.0,"PT Capitalinc Investment Tbk operates in the oil and gas sector in Indonesia. The company engages in the exploration, development, and production of oil and natural gas with an area of 5,448.48 square kilometers in the East Kangean; and participates in the exploration, development, and exploitation of petroleum resources covering Seinangka-Senipah Block in East Kalimantan covering an area of 69.84 kilometers square kilometers. It also has an agreement for the exploration and production of crude oil and natural gas based on production sharing contract in the Air Komering Block, South Sumatera. The company was founded in 1983 and is based in South Jakarta, Indonesia. PT Capitalinc Investment Tbk is a subsidiary of BFC SPV Ltd.",Jakarta Selatan,62 21 2751 7000,Indonesia,https://www.capitalinc-investment.com,86400,Jl. Wolter Monginsidi No.97,61 21 2793 2002,Oil & Gas E&P,3rd Floor Kebayoran baru,MTFN.JK
11520,Healthcare,593.0,"PT Kedoya Adyaraya Tbk owns and operates hospitals in Indonesia. The company provides healthcare services in various specialties, such as general surgery, orthopedic surgery, urology, cardiothoracic surgery, plastic surgery, neurosurgery, internist, nephrologist, endocrinologist & metabolic, obstetrics and gynecology specialist, cardiology, neurology, pulmonology, ophthalmologist, hyperbaric, pediatrician, acupuncture, medical rehabilitation, speech therapy, oral and maxillofacial, prosthodontics, dentists, psychiatrists, psychologists, nutritionists, and skin and venereal specialists, as well as medical services. As of December 31, 2021, it operated 2 hospitals with a total of 200 beds. The company was founded in 1990 and is headquartered in Jakarta Barat, Indonesia. PT Kedoya Adyaraya Tbk is a subsidiary of PT Sarana Meditama Metropolitan Tbk.",Jakarta Barat,62 21 2991 0999,Indonesia,https://www.grhahospitals.com,86400,Jalan Panjang Arteri No.26,62 21 5698 2233,Medical Care Facilities,RT.15/RW.7 Kedoya Utara Kec. Kebon Jeruk,RSGK.JK
10220,Real Estate,1436.0,"PT Intiland Development Tbk, together with its subsidiaries, invests in, develops, manages, and sells real estate properties in Indonesia. The company operates through four segments: Real Estate; Rental of Office Building and Apartments; Industrial Estate; and Facilities. Its property portfolio includes high-rise developments, industrial estates, and commercial properties in Jakarta, Tangerang, Surabaya, Mojokerto, and Batang. The company also manages and sells houses and land; develops hotels; and manages industrial and techno parks, fitness centers, sports clubs, golf courses, and restaurants. In addition, it engages in the telecommunication infrastructure business; and property rental activities. The company was formerly known as PT Dharmala Intiland Tbk and changed its name to PT Intiland Development Tbk in 2007. PT Intiland Development Tbk was founded in 1983 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 570 1912,Indonesia,https://www.intiland.com,86400,Intiland Tower,62 21 570 0015,Real Estate—Development,Penthouse Floor Jl. Jenderal Sudirman Kav. 32,DILD.JK
14430,Industrials,186.0,"PT Jasa Armada Indonesia Tbk provides pilotage and towage services primarily in Indonesia. It offers mooring, sea transportation, river and lake transportation, ship operation, freight, warehousing and storage, cargo handling, and fleet management services. The company also provides vessel rental and agency, vessel repair and maintenance, and refueling and clean water services. It serves public port, private terminal, inland warterway, and ship to ship offshore terminal markets. The company was founded in 1960 and is headquartered in Jakarta, Indonesia. PT Jasa Armada Indonesia Tbk is a subsidiary of PT. Pelabuhan Indonesia II.",Jakarta,62 21 430 6789,Indonesia,https://www.ipcmarine.co.id,86400,Gedung Rukindo,62 21 436 6789,Marine Shipping,Lantai 1 Jalan Raya Ancol Baru Ancol Timur,IPCM.JK
12930,Technology,2138.0,"PT Anabatic Technologies Tbk, through its subsidiaries, provides mission critical digital, digital outsourcing, cloud and digital platform partner, property, and fintech services in Indonesia. It offers mission critical solutions that cover end to end application, including hardware and software implementation, customization, and routine maintenance, as well as IT security solutions. The company also provides business process outsourcing services related to human resources, such as talent acquisition, on boarding and development, and employee administration and retention; customer experience comprising strategy, campaign, data, and analytics; and technology and value-added services consisting of human resources information systems, customer experience systems, and facilities. In addition, PT Anabatic Technologies Tbk offers IT infrastructure solutions that comprise high-end servers, storage, enterprise software, networks, and security for B2B customers. Further, the company engages in the trading and service, integrity system, building management, interior construction, web design, office supplies and spare parts trading, multi dealer, online payment, computer and electronic trading, system integration, digital design, business process management, IT, management consultation and software, money remittance, and commodity trading activities. It serves banking, telecommunication, and pharmaceutical industries, as well as governments. The company was founded in 2001 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 522 9909,Indonesia,https://www.anabatic.com,86400,Graha BIP Lt. 7,62 21 522 9777,Information Technology Services,Jl. Jend. Gatot Subroto Kav. 23 Karet Semanggi Setiabudi,ATIC.JK
11480,Consumer Cyclical,962.0,"PT Pioneerindo Gourmet International Tbk, together with its subsidiaries, operates a chain of restaurants in Indonesia. The company operates restaurants under the California Fried Chicken, Sapo Oriental, and Cal Donat trademarks; and ramen noodle restaurant under the Sugakiya name. As of December 31, 2021, it owned and franchised 301 outlets. The company was formerly known as PT Putra Sejahtera Pioneerindo Tbk and changed its name to PT Pioneerindo Gourmet International Tbk in August 2001. PT Pioneerindo Gourmet International Tbk was founded in 1983 and is headquartered in West Jakarta, Indonesia.",Jakarta Barat,62 21 5366 8999,Indonesia,https://www.cfcindonesia.com,86400,CFC Center Building,62 21 5366 2012,Restaurants,Jl. Palmerah Utara No. 100,PTSP.JK
12420,Consumer Defensive,3653.0,"PT Malindo Feedmill Tbk, together with its subsidiaries, engages in the animal feed, breeding and broiler farm, and food processing businesses in Indonesia. The company provides broiler, layer, duck, and other livestock feed products; and parent stock and day old chicken final stock. It also produces broiler chickens; and offers consumer products, such as chicken nuggets, chicken tempura, chicken sticks, chicken wings, tulip wings, chicken karaage, chicken drumstick, chicken sausage, and combined variant packs under the SunnyGold and Ciki Wiki brands. The company was founded in 1997 and is headquartered in Jakarta Selatan, Indonesia. PT Malindo Feedmill Tbk is a subsidiary of Dragon Amity Pte. Ltd.",Jakarta Selatan,62 21 766 1727,Indonesia,https://www.malindofeedmill.com,86400,Komplek Golden Plaza,62 21 766 1728,Packaged Foods,Blok G No. 17-22 Jl. RS. Fatmawati No. 15,MAIN.JK
40553,Basic Materials,731.0,"PT Alkindo Naratama Tbk, together with its subsidiaries, produces and sells various convertible paper products in Indonesia. It operates in two segments, Paper and Chemical. The Paper segment offers papercore products, such as standard cores for packaging films, stretch films, and paper mill industries; white paper core suitable for polypropylene film, polyethylene film, coated paper, and tissue paper; special seamless core to maintain quality of the surface and the characteristics of the goods; and prime coating core used to minimize the shape of lines in premium materials for the composition of paper film, PP film, PVC, BOPP, polyester, and foil industries. This segment also provides paper tubes designed for optimal yarn winding; paper boxes for food grade packaging; paper bags as alternative to plastic bags; honeycomb furniture cores, graphic boards, textile boards/spacers, hole pads, board layers, and display boards under the HEXCELL name; and edge protectors, as well as core boards, kraftliners, greyboards, and duplexes. The Chemical segment manufactures water-based polymers; and distributes textile chemicals. The company was founded in 1989 and is based in Bandung, Indonesia. PT Alkindo Naratama Tbk is a subsidiary of PT Golden Arista International.",Bandung,62 22 686 8300,Indonesia,https://www.alkindo.co.id,86400,West Bandung Regency,,Paper & Paper Products,Padalarang Cipeundeuy,ALDO.JK
12710,Real Estate,323.0,"PT Indonesia Prima Property Tbk, together with its subsidiaries, operates in the property sector in Indonesia. The company operates through Office Space Rental, Shopping Center Space Rental, Rental and Sale of Apartment, Hotel, and Sale of Residentials segments. It rents offices, shopping centers, and apartments; and constructs hotels, residential properties, and related facilities. The company also owned Novotel Surabaya hotel & suites and Grand Tropic Suites hotel. The company was formerly known as PT Ometraco Realty and changed its name to PT Indonesia Prima Property Tbk in 1996. The company was founded in 1983 and is headquartered in Jakarta, Indonesia. PT Indonesia Prima Property Tbk is a subsidiary of First Pacific Capital Group Limited.",Jakarta,62 21 2918 1188,Indonesia,https://www.ipp.co.id,86400,Capital Place Building,62 21 2918 1199,Real Estate Services,5th Floor Jl. Jenderal Sudirman Kav. 18,OMRE.JK
60265,Consumer Defensive,,"PT Sekar Laut Tbk produces and sells crackers, tomato and chili sauces, cooking spices, buns, and ready to use seasonings under the Finna brand name in Indonesia and internationally. It also involved in the trading of consumer goods; and restaurant business. The company also exports its products to the Netherlands, Korea, England, Australia, China, and internationally. PT Sekar Laut Tbk was founded in 1976 and is headquartered in Surabaya, Indonesia.",Surabaya,62 31 567 1371,Indonesia,https://www.sekarlaut.com,86400,Jalan Raya Darmo No. 23-25,62 31 567 6240,Packaged Foods,,SKLT.JK
14440,Basic Materials,483.0,"PT Indonesia Fibreboard Industry Tbk engages in the manufacture and sale of wood products in Indonesia, Japan, the Middle East, and internationally. It offers high, medium, and low density fiberboards; high moisture resistance wood products; plywood and plywood medium density fiberboard (MDF) products; MDF laminate paper; and veneer wood products. The company was founded in 2007 and is headquartered in Jakarta Utara, Indonesia. PT Indonesia Fibreboard Industry Tbk is a subsidiary of PT Adrindo Intiperkasa.",Jakarta Utara,62 21 661 5555,Indonesia,https://www.pt-ifi.com,86400,Wisma ADR,62 21 661 9301,Lumber & Wood Production,"3rd Floor Jl. Pluit Raya I No.1, Penjaringan",IFII.JK
10220,Financial Services,829.0,"PT Bank JTrust Indonesia Tbk provides various banking products and services to retail customers and corporates. It operates through three segments: Retail Funding; Loan and Export Import; and Treasury. The company offers time, savings, and demand deposits; mortgage, unsecured, working capital, and term installment loans, as well as agricultural equipment and machinery investment credit products; and bancassurance products. It also provides treasury products and services, such as banknotes transaction, general foreign exchange transaction, and securities or fixed income securities; and buys and sells foreign exchange. In addition, the company offers bank guarantee, shipping guarantee, bank reference, payroll, letter of credit, clearing, domestic and overseas money transfer and collection, safe deposit box, payment and billing, ATM and debit cards, and internet banking services, as well as tender, advance payment, and performance bonds. As of December 31, 2021, it operated 22 branches, 20 sub-branches, and 50 ATMs across 22 cities in Indonesia. The company was founded in 1989 and is headquartered in Jakarta, Indonesia. PT Bank JTrust Indonesia Tbk is a subsidiary of J Trust Co., Ltd.",Jakarta,62 21 2926 1111,Indonesia,https://www.jtrustbank.co.id,86400,Sahid Sudirman Center Building,62 21 2788 9248,Banks—Regional,33rd Floor Jenderal Sudirman Street No.86,BCIC.JK
11480,Healthcare,1024.0,"PT Royal Prima Tbk provides hospital services in Indonesia. It operates its hospitals under the Royal Prima Medan and Royal Prima Jambi names. The company was founded in 2013 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 8881 3182,Indonesia,https://www.royalprima.com,86400,Gedung Grand Slipi Tower,62 21 8001 3181,Medical Care Facilities,Jalan Letjen S. Parman Kav. 22-24,PRIM.JK
61123,Consumer Cyclical,2103.0,"PT Indospring Tbk manufactures and sells leaf and coil springs to the automotive industry. It provides parabolic, trailing, yoko-oki, and multi leaf springs; and tension, compression, valve, hot coil, and spiral springs, as well as wire rings and stabilizer bars. The company was founded in 1978 and is based in Gresik, Indonesia. PT Indospring Tbk is a subsidiary of PT Indoprima Gemilang.",Gresik,62 31 398 1135,Indonesia,https://www.indospring.co.id,86400,Jl. Mayjend Sungkono No. 10,62 31 398 1531,Auto Parts,Desa Segoromadu,INDS.JK
10220,Industrials,256.0,"PT Soechi Lines Tbk provides shipping and marine transportation services in Indonesia. The company operates through two segments, Shipping and Shipyard. It charters vessels to the oil and gas, and chemical companies. In addition, the company offers shipbuilding, dry docking, ship repair, and maintenance services. Further, the company provides management and business consulting services; and business brokerage services. It operates a fleet of 30 vessels. The company was founded in 1970 and is headquartered in Central Jakarta, Indonesia. PT Soechi Lines Tbk is a subsidiary of PT Soechi Group.",Jakarta Pusat,62 21 8086 1000,Indonesia,https://www.soechi.com,86400,Sahid Sudirman Building,62 21 8086 1001,Marine Shipping,"51th Floor Sahid Sudirman Center Jl. Jend Sudirman, Kav 86",SOCI.JK
10130,Energy,376.0,"PT Resource Alam Indonesia Tbk, together with its subsidiaries, engages in coal and methane mining in Indonesia. It also sells high pressure laminate and melamine laminated particle boards; and provides harbor management, electricity supply, and other mining and excavation support services. In addition, the company is involved in the metals and metal ores wholesale, hydropower plant industry, real estate, and trading activities. The company was formerly known as PT Kurnia Kapuas Utama Tbk and changed its name to PT Resource Alam Indonesia Tbk in November 2003. PT Resource Alam Indonesia Tbk was founded in 1981 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,62 21 633 3036,Indonesia,https://www.raintbk.com,86400,Bumi Raya Group Building,62 21 633 7006,Thermal Coal,Jl. Pembangunan I No. 3,KKGI.JK
14130,Industrials,807.0,"PT Superkrane Mitra Utama Tbk engages in the supply and rental of heavy lifting equipment and accessories in Indonesia. The company leases crawler cranes, crawler telescopic boom cranes, rough terrain and all terrain cranes, truck mounted cranes, and cargo cranes; tele handlers; man lifts and manlift crawlers; forklifts; scissor lifts; and multi axle products and truck trailers. It also provides lifting and rigging solutions, as well as skilled personnel for the construction/infrastructure, maintenance, mining, and petrochemical industries; and heavy construction services and engineering solutions. The company was founded in 1996 and is headquartered in North Jakarta, Indonesia. PT Superkrane Mitra Utama Tbk is a subsidiary of PT Sumi Traktor Perkasa.",Jakarta Utara,62 21 441 3455,Indonesia,https://www.superkrane.com,86400,Jl Raya Cakung Cilincing No.9B,62 21 440 8290,Rental & Leasing Services,,SKRN.JK
10220,Real Estate,110.0,"PT Greenwood Sejahtera Tbk, together with its subsidiaries, develops real estate properties in Indonesia. The company operates through three segments: Real Estates, Apartments, and Hotel. The company owns and leases apartments, offices, shopping centers, and other real estate properties; operates hotels; and offers management consulting services. It also provides real estate fee and contract basis. The company was founded in 1990 and is headquartered in Central Jakarta, Indonesia. PT Greenwood Sejahtera Tbk is a subsidiary of PT Prima Permata Sejahtera.",Jakarta Pusat,62 21 2598 4969,Indonesia,https://www.greenwoodsejahtera.com,86400,TCC Batavia Tower One,62 21 2598 4578,Real Estate—Development,Lantai 35 Jl. K.H. Mas Mansyur Kav. 126 Tanah Abang,GWSA.JK
12940,Technology,142.0,"PT Distribusi Voucher Nusantara Tbk offers fintech services in Indonesia. The company offers transactional platforms to top-up e-money at various public service locations; commerce platforms to enhance business-to-consumer (B2C) engagement and transactions; and software-as-a-service for point of sale and supply chain platform. It also engages in software trading and publishing; wholesale trade of telecommunications equipment; machinery and equipment and supplies; application development; computer programming; trade, development, industry, service, agriculture, land transportation, workshop, printing, and telecommunication activities; and travel agency business. The company was founded in 2003 and is based in Kuningan, Indonesia.",Kuningan,62 21 3048 0712,Indonesia,https://www.ptdvn.com,86400,AXA Tower,62 21 3048 0713,Software—Application,"7th Floor, Suite 5 Jln. Prof. Dr. Satrio Kav 18 Setiabudi",DIVA.JK
10160,Industrials,56.0,"PT Berlian Laju Tanker Tbk provides shipping services for liquid cargo transportation in Malaysia and Indonesia. The company operates through Chemical Tankers, Gas Tankers, and Others segments. It operates chemical tankers that offer maritime transportation services for organic and non-organic liquid chemicals, and vegetable oil and animal fats; and gas tankers, which maritime transport liquefied gas, including LPG, propylene, propane, and LNG. The company also offers shipping agency, manning, ship management, and trading services. As of December 31, 2021, it owns and operates a fleet of 7 vessels, consisting of 4 chemical tankers, 2 gas tankers, and 1 third party chemical vessel. The company was founded in 1981 and is headquartered in Jakarta, Indonesia. PT Berlian Laju Tanker Tbk operates as a subsidiary of PT Bagusnusa Samudra Gemilang.",Jakarta,62 21 3006 0300,Indonesia,https://www.blt.co.id,86400,Wisma BSG,62 21 3006 0390,Marine Shipping,10th Floor Jl. Abdul Muis No. 40,BLTA.JK
11470,Communication Services,39.0,"PT Gihon Telekomunikasi Indonesia Tbk provides telecommunications support services in Indonesia. The company engages in the engineering, design, construction, installation, and network integration of telecommunication towers. It also provides leasing, operation, and maintenance services. The company was founded in 2001 and is based in Jakarta, Indonesia.",Jakarta,62 21 8051 1652,Indonesia,https://www.gihon-indonesia.com,86400,APL Tower – Central Park,,Telecom Services,19th Floor Unit T-7 Jl. Letjend S. Parman Kav. 28,GHON.JK
,Real Estate,57.0,"PT Grand House Mulia Tbk engages in operating residential and commercial properties in Indonesia. It also offers property development consulting service. The company was incorporated in 2006 and is headquartered in Serpong, Indonesia. PT Grand House Mulia Tbk is a subsidiary of Pt Graha Mulia Indotama.",Serpong,62 21 758 7168 8,Indonesia,https://www.granddevelopment.id,86400,Kawasan Parkville,,Real Estate—Development,Jl. Raya Pengasinan No. 99,HOMI.JK
29443,Technology,3921.0,"PT Sat Nusapersada Tbk provides electronic manufacturing services in Indonesia. The company offers metal stamping services for parts and components of electronics and various other industries; management consulting services; and plastic molding and assembling services. It also provides engineering and electronic assemblies for a range of industries, including automotive, communications, transportation, home appliance, and others. In addition, the company engages in software retailing and trading activities. The company also has operations in Singapore, Malaysia, Japan, Taiwan, Hong Kong, France, China, and the United States. PT Sat Nusapersada Tbk was founded in 1990 and is headquartered in Batam, Indonesia.",Batam,62 778 570 8888,Indonesia,https://www.satnusa.com,86400,Jl Pelita VI No.99,,Electronic Components,,PTSN.JK
